id,collection,dc.identifier.vol[en],dc.identifier.iss[en]
4068a28a-9816-40da-9a61-9f9d0bb762d6,2164/706||2164/692||2164/321,,
419a2ce3-865d-4147-aaf2-587cb0f3b4f4,2164/706||2164/692||2164/688||2164/321,,
42c98a31-9ef9-4755-a0d9-b0dcc149f68b,2164/706||2164/692||2164/321,,
43fc1cb5-6ae0-40d5-a5fd-e8d5c0998f23,2164/706||2164/692||2164/321,,
44e3c2db-fbb5-4f8e-a83d-a9b2a5a981f9,2164/706||2164/692||2164/321,,
48ecb7c4-6684-4354-a92f-e585bd655f48,2164/706||2164/692||2164/321,,
4a822db0-5a3d-4615-88ed-438ae2877ef3,2164/706||2164/692||2164/321,,
4d8eb074-5ff2-414e-8032-e08679617752,2164/706||2164/692||2164/321,,
4ea4734e-17cb-4a04-83b8-3e89ee309719,2164/706||2164/692||2164/649||2164/321,,
57fcbcd7-b684-4ed9-b12d-d3328e2be185,2164/706||2164/692||2164/321,,
58fa225a-1e98-4db1-b539-903e844f805f,2164/706||2164/692||2164/321,,
59a36377-321b-4672-b27d-fadaf1bfb9ea,2164/706||2164/692||2164/321,,
5e124e2b-22ea-4e06-bc74-34a61ca64f7d,2164/706||2164/692||2164/321,,
5f5524f2-bf93-42e4-8841-392afe1581de,2164/706||2164/692||2164/321,,
60f22555-f7aa-4dca-b9a9-b5cbd8ce6379,2164/706||2164/692||2164/321,,
6521f2e7-dae8-4801-ab3f-f3f31eea66a5,2164/706||2164/692||2164/321,,
6bf8ad08-652e-4a73-8d79-e37f8c26361a,2164/706||2164/692||2164/321,,
835327e8-4c5e-452b-98b3-ca8d83408c35,2164/706||2164/692||2164/321,,
85a79be3-fd4d-40dc-bef5-15257b6ba3ae,2164/706||2164/692||2164/321,,
8cac062f-5ae9-4bd7-a8fe-8b12cdd85f98,2164/706||2164/692||2164/321,,
8cc36a4c-a50a-467a-ad2e-447c152a234a,2164/706||2164/692||2164/321,,
8d2b0138-b767-4eae-a261-2eae9da4153d,2164/706||2164/692||2164/527||2164/321,,
8d800815-b05d-4ad4-9194-afd43397273a,2164/706||2164/692||2164/688||2164/321,,
9303db73-40bb-4d84-9511-fcb1d12345ac,2164/706||2164/692||2164/321,,
94ab5d98-0ba7-49a9-a3b4-c0d6bbf924c0,2164/706||2164/692||2164/321,,
99a5276b-a3fd-4d35-b6b6-32548d1a61f5,2164/706||2164/692||2164/321,,
9bb92d1b-6220-4173-a51f-62fefd36a63b,2164/706||2164/692||2164/527||2164/321,,
9cc048f9-c19b-40b2-a5c8-b1a48c457fad,2164/706||2164/692||2164/321,,
9dfa0088-2c90-48ab-bef5-75b40bb7822e,2164/706||2164/581||2164/692||2164/605||2164/688||2164/609||2164/321,,
9e7d94e5-3a47-4ac5-b62b-27cf82c1d3e0,2164/706||2164/692||2164/321,,
9fedce79-8f7d-44ea-8a43-eee45e5defdd,2164/706||2164/692||2164/321,,
a20cb734-e450-4002-af42-3db42df0ba31,2164/706||2164/692||2164/321,,
a23fe7d1-0d2a-4b0c-bd37-838bb7aea598,2164/706||2164/692||2164/321,,
a80cbc1f-ec0b-40b4-9568-de0a1556b58b,2164/706||2164/692||2164/321,,
ab76d18a-3d83-4de0-bb74-e94123f26e52,2164/706||2164/692||2164/321,,
ae4dec3b-0f4a-4f1f-b26d-fd94b5646600,2164/706||2164/692||2164/321,,
b41c46cf-03b6-481d-b1b3-8bf2ce0c5742,2164/706||2164/692||2164/321,,
b4a97be0-dad0-4c73-9371-3cf09e5751f2,2164/706||2164/692||2164/321,,
b4e52cb7-b5f5-43c6-8785-e5e45df77512,2164/706||2164/692||2164/321,,
b74a0061-0c14-4fc1-9db0-c9239e9e14b5,2164/706||2164/692||2164/321,,
b7824d45-ee9e-4ede-82e6-8f656825bcd1,2164/706||2164/692||2164/321,,
b9d42816-5fea-40f5-90c1-f3f4a8543332,2164/706||2164/692||2164/321,,
b9f3df7a-5c55-44ff-95d5-e43c90df1400,2164/706||2164/692||2164/321,,
bb106506-e6fa-48af-8c95-c822f5170969,2164/706||2164/692||2164/321,,
bec142b0-b1f7-4c20-b315-5fc7e4ec6ee7,2164/706||2164/692||2164/321,,
c1012664-2378-483b-8ec3-41edef0ddd35,2164/706||2164/692||2164/321,,
c3610e68-9439-471f-96a2-ed48f8ce9187,2164/706||2164/692||2164/321,,
c61edc94-b505-44c6-a780-46ffe3cfb2ed,2164/706||2164/692||2164/321,,
c660c4aa-7206-4e15-9845-824dfa14b3cb,2164/706||2164/692||2164/321,,
c8f9552c-ec90-471d-8b28-1d297f875bc0,2164/706||2164/581||2164/692||2164/321,,
c96446f4-9749-437e-a06c-7470923b2c5d,2164/706||2164/692||2164/321,,
cd918f05-075c-4b1e-8f6e-b63a9b8b3008,2164/706||2164/581||2164/692||2164/321,,
ce044676-357d-4b02-9faf-3cc7a1986043,2164/706||2164/692||2164/321,,
cfaec9b0-ee01-4cfd-915b-0888a5f1b039,2164/706||2164/692||2164/321,,
d0b58a84-703d-4727-a45e-0d540231979f,2164/706||2164/692||2164/688||2164/321,,
d59486bd-a1f1-4a23-b479-dc34acd0634b,2164/706||2164/692||2164/321,,
d894b79e-67e0-45dd-999a-4878fffeefa6,2164/706||2164/692||2164/321,,
db9e6709-ca36-45f0-9eca-acfce132cb82,2164/706||2164/692,,
df4e1b74-0470-4bd1-b439-d3195d3dfec5,2164/706||2164/692||2164/321,,
dff64233-8261-4803-b379-f95382ab2905,2164/706||2164/692||2164/321,,
e1fe7cc2-d476-467a-85d5-64d0d2f9c7cd,2164/706||2164/692||2164/321,,
e34c2978-2881-46e5-b1ef-4053109890e7,2164/706||2164/692||2164/321,,
e5e5aeee-a696-4c40-aa21-3635d4ce7b7e,2164/706||2164/692||2164/321,,
ed131d41-010b-4703-adf0-46cdeb6ffe2c,2164/706||2164/692||2164/688||2164/321,,
f9760861-59de-4f5d-967c-764c20aa8442,2164/706||2164/692||2164/321,,
faf3a099-746e-445c-aed8-eabb828bfe13,2164/706||2164/692||2164/321,,
fbe83f18-89a3-4afb-bd9f-71d7dd05a7fd,2164/706||2164/692||2164/321,,
fdc3b23d-e1f6-420b-aef0-79b4a3c9415e,2164/706||2164/581||2164/692||2164/321,,
fed2abbe-7d99-4351-b379-b9e842d1b1de,2164/706||2164/692||2164/321,,
ff5c117a-97b1-422f-b3ab-22cbf5e9280a,2164/706||2164/692||2164/321,,
0785ef80-c23b-4b1c-945d-6cf729bb97f9,2164/706||2164/682||2164/321,,
08b9be8c-4ae2-41df-9bdd-95dee1ca389d,2164/706||2164/682||2164/321,,
0ceb6cf7-81bf-4fcc-9e8f-22524ea759d8,2164/706||2164/682||2164/688||2164/321,,
1e56e175-ffb4-4995-95de-c54d683f9fe7,2164/706||2164/633||2164/682||2164/321,,
2329cb93-cc71-4ceb-944f-6fedc526eaaa,2164/706||2164/682||2164/321,,
25a30321-df5b-4603-988f-bf6dfb22571b,2164/706||2164/682||2164/688||2164/321,,
25db21ab-1128-4e50-b9ea-946296048bba,2164/706||2164/682||2164/321,,
297e967e-ef3b-482b-9999-2c634ea79889,2164/706||2164/682||2164/688||2164/321,,
2b77a987-5678-4d65-ae12-9f17a751d5e3,2164/706||2164/682||2164/688||2164/321,,
3f240f3e-f632-424a-95ba-df6068b82cd5,2164/706||2164/682||2164/688||2164/321,,
4ce1df42-191c-4a21-b35f-6732d0b21158,2164/706||2164/682||2164/674||2164/321,,
550ad716-eb9d-4e82-98df-d71e1b8b0f4b,2164/706||2164/682||2164/674||2164/321,,
6a538aec-4309-473a-9fce-4b3e844fe73f,2164/706||2164/682||2164/688||2164/321,,
6ea31b14-0a34-4013-867c-45758584d73a,2164/706||2164/682||2164/678||2164/688||2164/321,,
6efa3adc-5b90-4f61-aa22-f0b5ba2af63c,2164/706||2164/682||2164/647||2164/321,,
76532641-9a07-487d-81bd-acd57bc980be,2164/706||2164/682||2164/688||2164/321,,
7f139979-1fdc-4194-a076-95b1681394c4,2164/706||2164/682||2164/688||2164/321,,
84eeaac1-825a-4ed1-b5e4-e06dcb14a1d9,2164/706||2164/682||2164/688||2164/321,,
8ba4b4b2-57fa-40f8-a397-8c9d3aa40c4a,2164/706||2164/682||2164/321,,
92619c53-0a74-42f7-905c-8e08fc594acd,2164/706||2164/682||2164/674||2164/321,,
b2e0efff-c491-4277-a805-0703e7671785,2164/706||2164/682||2164/688||2164/321,,
b4104fae-4615-427f-8622-b7e2b0c800b7,2164/706||2164/682||2164/688||2164/321,,
c42df23a-aea3-4e05-a3a8-ffc36205d1f8,2164/706||2164/682||2164/688||2164/321,,
c522ff5f-9475-4c9a-91be-c28e59f12995,2164/706||2164/682||2164/674||2164/688||2164/321,,
cb96ecbf-cd4d-49ba-be66-8e119cf3d6f7,2164/706||2164/682||2164/678||2164/688||2164/321,,
e6746d66-ac07-474d-9af6-b65dc0aa9d85,2164/706||2164/682||2164/678||2164/688||2164/321,,
eaaac057-7826-4319-9188-ef51a224d6c2,2164/706||2164/682||2164/688||2164/321,,
f0a1586d-463e-4bb6-96bc-114af764fd3b,2164/706||2164/682||2164/688||2164/321,,
02734982-2f8e-421e-b709-eaba2131a39d,2164/706||2164/688||2164/321,,
02c582d1-1515-45fe-95db-1e525866314c,2164/706||2164/688||2164/321,,
02dcde85-88f2-4c7d-bc65-b51dcdfa4340,2164/706||2164/688||2164/321,,
030be65f-d536-48f8-b6bd-edab07ac3b3f,2164/706||2164/674||2164/688||2164/668||2164/321,,
06b57359-7745-404b-82fe-c6f404454b2f,2164/706||2164/688||2164/321,,
0751f5fc-1368-4a03-a9d2-2623eef8466d,2164/706||2164/688||2164/321,,
07c12db3-70af-4a9e-925f-fad4ee090d1b,2164/706||2164/688||2164/321,,
08e0dc27-4648-42ff-a9c7-fc0f91867452,2164/706||2164/635||2164/688||2164/637||2164/321,,
096f42ec-ecdc-4e7f-8680-96dafc317940,2164/706||2164/688||2164/321,,
097f1f96-b2db-464c-af89-f35dfd1298be,2164/706||2164/688||2164/579||2164/321,,
0ceb6cf7-81bf-4fcc-9e8f-22524ea759d8,2164/706||2164/682||2164/688||2164/321,,
0d3603d8-9dd3-44e8-bfe7-a82c5b98eef9,2164/706||2164/688||2164/321,,
0da375e9-39fd-4f22-bc0d-3d4c8a5150d4,2164/706||2164/688||2164/321,,
0e566e18-f1b2-43f3-8a59-d933bd1fda2d,2164/706||2164/688||2164/321,,
116cc559-f46f-4a69-9ab9-580f01cbfe1f,2164/706||2164/688||2164/321,,
12bc2c9f-8a2a-40d8-a62d-43862d3a53ac,2164/706||2164/688||2164/321,,
13dc0eb4-b309-4da7-84f9-a1c1d1b8d513,2164/706||2164/688||2164/321,,
14117205-934a-4e20-ab12-34b82dfd7948,2164/706||2164/688||2164/686||2164/321,,
1419d719-d89c-46bd-8087-d939859b347d,2164/706||2164/688||2164/321,,
14d71d30-81df-41e2-82b3-01eee026e10c,2164/706||2164/688||2164/670||2164/321,,
152dc5fa-9c4e-469f-a87c-215cfaf3eebd,2164/706||2164/688||2164/645||2164/321,,
171e0d29-3d3e-43f0-8ced-9af6b858a363,2164/706||2164/688||2164/321,,
175dd506-a7f8-40cb-a04b-ad45b4b758d2,2164/706||2164/688||2164/321,,
18ba272b-77a4-41e0-9fee-2c57acdd7a3b,2164/706||2164/688||2164/321,,
19192266-6446-4aad-9c48-2719163fe2a3,2164/706||2164/674||2164/688||2164/321,,
19a40b6d-4156-4d8a-8759-3a0e7ba101f2,2164/706||2164/688||2164/321,,
1b3812d8-fe17-4f2f-be29-91ab5b8c93a3,2164/706||2164/688||2164/579||2164/321,,
1c7a121e-5349-4228-993c-27b06685348b,2164/706||2164/688||2164/321,,
1cf2bdcc-33a4-4a4b-b16e-b3871a3d972b,2164/706||2164/678||2164/688||2164/321,,
1d27c9fd-525b-475c-886e-f8e8a8e8cc03,2164/706||2164/688||2164/686||2164/321,,
1d53ef35-a3a5-4622-acfa-3eac4eb1088d,2164/706||2164/688||2164/321,,
1d587939-675b-4a5c-8ba9-c2eb4d93ceae,2164/706||2164/688||2164/321,,
1dc8ad06-d0b8-4de7-b56e-5d9a16e3c375,2164/706||2164/688||2164/321,,
1e7c7654-293f-4dc3-ba58-aeee6c2afc14,2164/706||2164/688||2164/649||2164/321,,
1f4ffdfa-0eab-4c3d-8a89-7bf67c399278,2164/706||2164/688||2164/321,,
212c0899-7881-4337-b43e-a44480898435,2164/706||2164/688||2164/321,,
22cb3514-ca11-4881-8066-15bd0650d453,2164/706||2164/688||2164/645||2164/321,,
22e222bd-3713-4ee2-8236-980022bf0313,2164/706||2164/688||2164/321,,
2421beef-470a-483b-a689-ebe27ae4526c,2164/706||2164/688||2164/321,,
2448e96a-dca9-47c0-b517-6506242b415a,2164/706||2164/688||2164/684||2164/321,,
244ad491-c7d9-4e68-8b1b-5c1bd84cae4e,2164/706||2164/688||2164/321,,
257f251c-89e1-43f0-ab06-b66c92735c52,2164/706||2164/688||2164/321,,
25a30321-df5b-4603-988f-bf6dfb22571b,2164/706||2164/682||2164/688||2164/321,,
261c7c73-2ce4-4d47-85ab-d5400ad61995,2164/706||2164/688||2164/321,,
278a744c-db77-4233-9ff1-47c5cc555569,2164/706||2164/688||2164/321,,
27d46f7c-a021-4fd6-b6e4-d083c6720dbe,2164/706||2164/674||2164/688||2164/321,,
28793b08-7429-4221-b4b0-46e72db8f68c,2164/706||2164/688||2164/686||2164/321,,
297e967e-ef3b-482b-9999-2c634ea79889,2164/706||2164/682||2164/688||2164/321,,
29b7bdfa-aa8e-43e9-ab2e-258496a2527c,2164/706||2164/678||2164/688||2164/321,,
29fedddb-1217-45e5-aade-5e815f6a7b81,2164/706||2164/688||2164/321,,
2a719f79-e780-4257-b035-297366164dcd,2164/706||2164/688||2164/321,,
2aae730a-8c62-4ae6-85d8-911aaae208bf,2164/706||2164/688||2164/686||2164/321,,
2ad2645e-89d7-4fce-a09f-bd303c48c839,2164/706||2164/619||2164/688||2164/321,,
2b77a987-5678-4d65-ae12-9f17a751d5e3,2164/706||2164/682||2164/688||2164/321,,
2bf86fab-884a-4496-a860-47653a51e263,2164/706||2164/688||2164/321,,
2c3284e3-8fc5-45f1-a457-5c8c59ff24e9,2164/706||2164/688||2164/321,,
2c7d2eb0-0692-43b2-b7d4-2ec44c23b38c,2164/706||2164/692||2164/688||2164/684||2164/321,,
2c907032-cd23-47d9-b473-ed8f4d761fa5,2164/706||2164/688||2164/686||2164/321,,
2cd9bfd5-f007-4ace-8bfc-2d553025e4fa,2164/706||2164/688||2164/321,,
2d57be8b-0fee-4744-84b7-9ee0d42a0cc3,2164/706||2164/619||2164/688||2164/321,,
2f4ce038-1436-4b17-b6cb-f14d69bc8730,2164/706||2164/688||2164/321,,
305f5213-64ff-42a1-91b0-a373746df08b,2164/706||2164/688||2164/686||2164/321,,
30809f76-8ab7-44b2-b44f-30e8e1bb1a16,2164/706||2164/688||2164/321,,
3094836f-8330-471e-82c7-92fce553c504,2164/706||2164/581||2164/688||2164/321,,
3113306c-eb09-4cbf-8ce3-c10368077c88,2164/706||2164/688||2164/321,,
3230d547-02c8-468c-a482-bcc0c20584e6,2164/706||2164/688||2164/321,,
328452ef-6fb4-428e-9d68-5e058f47f903,2164/706||2164/688||2164/321,,
339cf8a8-ea74-46ce-b239-05219490ad76,2164/706||2164/688||2164/321,,
344457ae-b70e-4162-9c85-7b60f258edc6,2164/706||2164/688||2164/321,,
35e34dc0-6233-4c6c-b8bd-3224615b6319,2164/706||2164/688||2164/321,,
36b60068-6e3e-42df-8c8b-56f2c7d88d00,2164/706||2164/688||2164/321,,
37ee53d1-013c-41b7-9979-33444730ec50,2164/706||2164/688||2164/686||2164/684||2164/321,,
37f98b1c-e89d-4565-81ed-2c8008678e67,2164/706||2164/688||2164/321,,
3865dbb0-dc1f-480f-8724-590dd9b10481,2164/706||2164/688||2164/321,,
394acda9-4e52-4acb-8cc5-8df9e9f47001,2164/706||2164/688||2164/321,,
3a698a8c-bb8f-4471-bb7d-b270ba83ace1,2164/706||2164/688||2164/321,,
3aa014d5-d1ca-4e02-b4e6-3f2f51310aa9,2164/706||2164/674||2164/688||2164/668||2164/321,,
3adc736b-ebf4-4ea5-950c-de7b7450b118,2164/706||2164/688||2164/321,,
3c806f40-5be0-4ad5-b184-9eadfeaa1585,2164/706||2164/674||2164/688||2164/321,,
3dc7ca3e-c34c-4c96-91a8-2b2825e4d86e,2164/706||2164/692||2164/688||2164/321,,
3f240f3e-f632-424a-95ba-df6068b82cd5,2164/706||2164/682||2164/688||2164/321,,
3fd54bae-b450-4743-8970-782b51a43f64,2164/706||2164/688||2164/321,,
419a2ce3-865d-4147-aaf2-587cb0f3b4f4,2164/706||2164/692||2164/688||2164/321,,
41c4e86f-f2bb-431d-924d-4adcad84943f,2164/706||2164/688||2164/321,,
41fa2107-a0eb-42c0-b86f-3282f42207b2,2164/706||2164/688||2164/684||2164/321,,
42e73941-efe5-4a7f-a73f-19d3e1fefeaf,2164/706||2164/688||2164/321,,
431f6d5b-41c3-4392-8f71-83583cf6bbab,2164/706||2164/688||2164/321,,
44102ebf-22e3-45c0-a39f-8a9faf0db569,2164/706||2164/688||2164/321,,
4448586a-3408-4326-99cb-2b095a7dd394,2164/706||2164/688||2164/321,,
4461a97a-539d-45b7-83ae-534df2cd0bf6,2164/706||2164/688||2164/321,,
45b3f7b0-de24-4c99-8499-7cac83b8b7ec,2164/706||2164/688||2164/321,,
46be65f2-bc51-44b6-a9a5-8f6ead5c96cf,2164/706||2164/674||2164/688||2164/321,,
47095e1f-41e1-4552-947a-e69e66c43e6f,2164/706||2164/688||2164/321,,
47994a4f-b127-4002-9e7c-52b64d2bbfdf,2164/706||2164/688||2164/321,,
47c4b54f-f91b-4982-adf3-d39694b2d517,2164/706||2164/688||2164/321,,
4965d6d3-3309-4034-b88b-7756b911b4b6,2164/706||2164/688||2164/321,,
4969bd2c-cae1-4416-889e-2cd5bd34d729,2164/706||2164/633||2164/688||2164/321,,
4a6462d0-f022-4124-86ef-d7dd81d199b2,2164/706||2164/688||2164/686||2164/321,,
4aa3d9c7-e0a2-49f7-ab0f-761228ba5291,2164/706||2164/688||2164/321,,
4b9bc8d9-ecfc-4c26-85ad-76219486fc88,2164/706||2164/688||2164/321,,
4c0e8eaf-def2-49b5-bd50-cb2665f9caab,2164/706||2164/688||2164/321,,
4e05935a-89f7-4a56-8872-114be5b0e610,2164/706||2164/688||2164/321,,
4ed17a8e-d6cd-4e9e-9ab9-16c51d21c4f6,2164/706||2164/619||2164/674||2164/678||2164/688||2164/321,,
5134faaf-d024-45d7-8512-03a8774a3c98,2164/706||2164/688||2164/321,,
516de14b-70c2-4a5a-9f21-74d3d34e653d,2164/706||2164/688||2164/321,,
51f92956-4f10-49e1-a7de-bbe636db86e9,2164/706||2164/674||2164/678||2164/688||2164/321,,
52ab2018-de6e-4ee6-8f43-535bfef94688,2164/706||2164/688||2164/321,,
52ab9306-d357-4655-8bcd-13450312e471,2164/706||2164/688||2164/321,,
5387e304-27b8-4a88-8d88-4702f972fbe6,2164/706||2164/688||2164/321,,
54516dc8-c36a-4a86-aa38-9519ff0280bc,2164/706||2164/688||2164/321,,
54e74a6a-7904-417d-a9f7-00b0a19fe98f,2164/706||2164/688||2164/321,,
55364693-f54d-4d57-8453-8c1cd671aed9,2164/706||2164/688||2164/321,,
55532642-17fe-44a9-aa0b-33cf64a1782e,2164/706||2164/688||2164/321,,
566abf17-568b-4cd5-89ef-73e98d41d812,2164/706||2164/619||2164/688||2164/321,,
57095d78-5aa9-4380-ae45-7370c2099777,2164/706||2164/688||2164/321,,
57119cf9-85e4-4500-bcfc-5490c4630835,2164/706||2164/688||2164/321,,
5841ad01-39ea-45a3-9e70-29e3de4e140f,2164/706||2164/688||2164/321,,
584f8701-057d-4c1c-abf0-6e0a2134d394,2164/706||2164/688||2164/321,,
58b247c9-8159-4317-b24c-045ac10e4e3e,2164/706||2164/688||2164/321,,
59835777-3246-425b-9506-7c0f0425157c,2164/706||2164/688||2164/321,,
5a47c085-069d-4a17-ada7-b7860eb8681d,2164/706||2164/688||2164/321,,
5ac3922c-d50d-4100-bd99-7c05ff720974,2164/706||2164/688||2164/321,,
5ac8ae67-6609-4549-881c-f21729c408bd,2164/706||2164/688||2164/321,,
5addbac9-5463-48a5-8ea0-c4e7566f0c36,2164/706||2164/688||2164/321,,
5b0437aa-b7ac-40da-a36e-67e577fae1e4,2164/706||2164/678||2164/688||2164/321,,
5b81dd57-d9ea-410b-9b6d-75036129ae26,2164/706||2164/688||2164/321,,
5de65c55-8719-4d8a-8623-e7d5d407aa3d,2164/706||2164/688||2164/686||2164/321,,
5e1d3d13-d8f7-4d4d-9437-c2931bef5a32,2164/706||2164/688||2164/686||2164/321,,
5f59d6b4-e47d-4258-a4c2-d815d146a967,2164/706||2164/688||2164/321,,
607ae0cf-53fb-4b56-8667-7007a29ac489,2164/706||2164/633||2164/688||2164/321,,
60ca2a9d-f606-49c0-8464-d52d3a235882,2164/706||2164/688||2164/321,,
61ff3ee2-782f-4d75-92da-3fa6d265b7f4,2164/706||2164/688||2164/321,,
62270123-41a2-4447-b42a-af926eaf8633,2164/706||2164/688||2164/321,,
62a89b1f-3704-4b22-aedf-faa4e8564214,2164/706||2164/688||2164/321,,
62b0c69f-c79e-4b24-a2cc-fdf168bb439d,2164/706||2164/688||2164/321,,
633fba3f-0967-489f-98af-68c0489dc790,2164/706||2164/688||2164/321,,
6356eb91-fbe2-4f45-bb6c-328824e3f892,2164/706||2164/688||2164/686||2164/321,,
64ec9b99-40c0-4639-be6e-ef679566c4d3,2164/706||2164/688||2164/321,,
663406ce-89f6-455a-8d60-8962f65d72a7,2164/706||2164/587||2164/688||2164/585||2164/321,,
6634b3f6-40f4-4d93-aabf-98baa279c18a,2164/706||2164/688||2164/321,,
67c7d54d-cbfb-482c-96ce-a646caef67ff,2164/706||2164/688||2164/321,,
67ebbe7d-6f56-4c79-8d0c-4474733d9647,2164/706||2164/688||2164/321,,
6824be20-942b-4d4c-9ef2-ff5ae975ad7f,2164/706||2164/688||2164/321,,
69ed8a85-530a-4b79-9680-74b2e2df52c5,2164/706||2164/688||2164/321,,
6a385eae-2f1a-49e0-9529-a0be26549231,2164/706||2164/688||2164/321,,
6a538aec-4309-473a-9fce-4b3e844fe73f,2164/706||2164/682||2164/688||2164/321,,
6c85bf11-5bb5-4d0e-ba21-3d1d84fd2ede,2164/706||2164/688||2164/321,,
6ca0a5c2-e2bf-489f-a5a4-1a7f620766f2,2164/706||2164/688||2164/321,,
6ea31b14-0a34-4013-867c-45758584d73a,2164/706||2164/682||2164/678||2164/688||2164/321,,
703db8a6-b96d-45c1-8aba-0f142eba63be,2164/706||2164/688||2164/321,,
719c8ba5-9e6b-4f4a-a6fb-cec3d070cb6d,2164/706||2164/674||2164/688||2164/321,,
7286c5a4-7107-4256-827c-5d2aeb625b19,2164/706||2164/688||2164/321,,
7289f643-5008-42d6-aca4-0dbce10c3efa,2164/706||2164/688||2164/321,,
72d7cd32-e4bf-427e-929b-8c9d1790b2c6,2164/706||2164/688||2164/321,,
7338514e-3d8d-4a3f-9e53-b036398cbb00,2164/706||2164/688||2164/645||2164/321,,
737006e7-eaa2-47af-86e5-0803b3d5f386,2164/706||2164/674||2164/688||2164/321,,
737ca8fc-c9b3-4f82-91d5-62ef37afb7cb,2164/706||2164/688||2164/321,,
738892ac-6d27-4a3a-ad2c-0f7ccf7dbabf,2164/706||2164/581||2164/688||2164/321,,
743d3c32-d01f-4bf4-9b63-d6f7e7fca9f7,2164/706||2164/619||2164/672||2164/688||2164/684||2164/321,,
758aca5a-3a87-4f06-a015-dc9a09a5e0db,2164/706||2164/688||2164/321,,
761652a1-4ec4-4b35-87ee-d5caf49cd878,2164/706||2164/688||2164/321,,
76532641-9a07-487d-81bd-acd57bc980be,2164/706||2164/682||2164/688||2164/321,,
76ebc477-0d5e-4371-ba05-c46e582b699e,2164/706||2164/688||2164/321,,
7753d5c0-2dbe-4c02-bc95-b435d895259d,2164/706||2164/688||2164/321,,
78537ff6-82d6-4bb6-8097-5bbc31a57cd6,2164/706||2164/688||2164/321,,
78d53dc2-3a7e-497d-b09b-6bc86b43ed72,2164/706||2164/688||2164/321,,
7a14f5a1-f612-4401-811f-5a3e5b3eefe2,2164/706||2164/688||2164/321,,
7a717b15-90c4-4a8f-a289-0d3a02ddfc0f,2164/706||2164/688||2164/321,,
7aec9e9a-0757-45f0-98b9-79bbab9aa35a,2164/706||2164/633||2164/688||2164/645||2164/321,,
7c57b392-cd32-466b-84d2-530f35197566,2164/706||2164/688||2164/645||2164/321,,
7d9e4093-e3e8-4757-b6fb-0dc33f122228,2164/706||2164/688||2164/321,,
7e7ca4de-3cb0-451f-95d5-b9b61172f12b,2164/706||2164/688||2164/321,,
7f139979-1fdc-4194-a076-95b1681394c4,2164/706||2164/682||2164/688||2164/321,,
7fd83279-0071-4228-8d78-0a78ed5888fe,2164/706||2164/688||2164/321,,
80429714-6187-49d6-8621-77f8f30e9ddc,2164/706||2164/688||2164/321,,
8057fea1-fbf9-47e8-b7e2-35c207851304,2164/706||2164/688||2164/321,,
82255ac3-0456-43fd-bd73-c4f410d9ab30,2164/706||2164/674||2164/678||2164/688||2164/321,,
8321c6ac-50b0-40d9-af25-ab5a1671689f,2164/706||2164/688||2164/686||2164/321,,
841f532a-2b19-4a9a-8e34-cc50407cb974,2164/706||2164/688||2164/686||2164/321,,
84ab3457-db4c-4e8f-904f-efa2ac03b041,2164/706||2164/688||2164/321,,
84eeaac1-825a-4ed1-b5e4-e06dcb14a1d9,2164/706||2164/682||2164/688||2164/321,,
866c183c-98fa-45cf-8d16-c77730f0affc,2164/706||2164/688||2164/321,,
86c257c7-0685-4953-8c31-fa3a86f14a3a,2164/706||2164/688||2164/321,,
87e6b160-c995-4d90-9772-b85c7746241d,2164/706||2164/680||2164/688||2164/321,,
8a284eb6-32c5-4fd4-bb38-ad7f8e9c219e,2164/706||2164/688||2164/686||2164/321,,
8cc45430-7e2c-4a09-8aad-74fccdcdc24c,2164/706||2164/688||2164/321,,
8d142722-647e-43bf-8290-827f1baa1f48,2164/706||2164/688||2164/321,,
8d800815-b05d-4ad4-9194-afd43397273a,2164/706||2164/692||2164/688||2164/321,,
8d9e9535-ba59-481f-94a7-a20b2b2a3952,2164/706||2164/688||2164/321,,
8dceac0b-d65c-4cef-9897-7b2a6946ffb2,2164/706||2164/688||2164/686||2164/321,,
9030299e-7865-44a5-87fa-d6d9399a432a,2164/706||2164/688||2164/321,,
90318503-a03e-4e77-9d8e-5073cec33e51,2164/706||2164/688||2164/321,,
90b595ed-11a4-4329-b9e2-138f5b7bc2aa,2164/706||2164/678||2164/688||2164/321,,
90bc73b4-8156-47d5-afff-87d77be83c58,2164/706||2164/688||2164/321,,
90ce49f9-0c6b-4600-a44b-24fcf9fc0600,2164/706||2164/688||2164/321,,
90e55f23-8c75-43f8-8e03-984fe9bb8d5a,2164/706||2164/688||2164/321,,
9318813f-dd60-4dcb-93e9-d62175ae0235,2164/706||2164/688||2164/321,,
9348325f-4440-41b7-b612-592dd09a34e2,2164/706||2164/688||2164/321,,
9586c670-cee5-4532-98ab-b9fa1701cb9d,2164/706||2164/688||2164/686||2164/321,,
962eb570-eaef-4048-b081-0279fb50c8cc,2164/706||2164/688||2164/321,,
986ac352-23d2-49e7-8cb4-b23cad05b722,2164/706||2164/688||2164/321,,
98cccd6e-3d55-42bc-ac7c-2407697ba8e3,2164/706||2164/688||2164/321,,
98f206ef-0497-4904-be08-5e18819da588,2164/706||2164/688||2164/684||2164/321,,
99e23c41-0bfa-404f-83e9-04980e1e6074,2164/706||2164/688||2164/321,,
9a1a2c4c-3101-4fc5-81e9-3cceff9415e5,2164/706||2164/688||2164/321,,
